,sciName,comName,speciesCode,category,taxonOrder,bandingCodes,comNameCodes,sciNameCodes,order,familyCode,familyComName,familySciName,reportAs,extinct,extinctYear
11320,Melanocharis crassirostris,Thick-billed Berrypecker,spober1,species,21671.0,[],['TBBE'],['MECR'],Passeriformes,melano1,Berrypeckers and Longbills,Melanocharitidae,,,
11321,Melanocharis piperata,Spotted Berrypecker,spober3,species,21672.0,[],['SPBE'],['MEPI'],Passeriformes,melano1,Berrypeckers and Longbills,Melanocharitidae,,,
11322,Melanocharis sp.,Melanocharis berrypecker sp.,melber1,spuh,21675.0,[],[],[],Passeriformes,melano1,Berrypeckers and Longbills,Melanocharitidae,,,
11323,Toxorhamphus novaeguineae,Yellow-bellied Longbill,yeblon1,species,21676.0,[],['YBLO'],['TONO'],Passeriformes,melano1,Berrypeckers and Longbills,Melanocharitidae,,,
11324,Toxorhamphus poliopterus,Slaty-chinned Longbill,slclon1,species,21679.0,[],"['SCLO', 'SHLO']",['TOPO'],Passeriformes,melano1,Berrypeckers and Longbills,Melanocharitidae,,,
11325,Toxorhamphus novaeguineae/poliopterus,Yellow-bellied/Slaty-chinned Longbill,y00888,slash,21682.0,[],"['YBLO', 'SCLO', 'SHLO']","['TOPO', 'TONO']",Passeriformes,melano1,Berrypeckers and Longbills,Melanocharitidae,,,
11326,Oedistoma iliolophus,Spectacled Longbill,dwahon2,species,21683.0,[],['SPLO'],['OEIL'],Passeriformes,melano1,Berrypeckers and Longbills,Melanocharitidae,,,
11327,Oedistoma pygmaeum,Pygmy Longbill,pyghon1,species,21689.0,[],['PYLO'],['OEPY'],Passeriformes,melano1,Berrypeckers and Longbills,Melanocharitidae,,,
11328,Callaeas wilsoni,North Island Kokako,kokako3,species,21696.0,[],['NIKO'],['CAWI'],Passeriformes,callae1,Wattlebirds,Callaeidae,,,
11329,Callaeas cinereus,South Island Kokako,kokako4,species,21697.0,[],['SIKO'],['CACI'],Passeriformes,callae1,Wattlebirds,Callaeidae,,True,1967.0
11330,Philesturnus rufusater,North Island Saddleback,saddle2,species,21698.0,[],['NISA'],['PHRU'],Passeriformes,callae1,Wattlebirds,Callaeidae,,,
11331,Philesturnus carunculatus,South Island Saddleback,saddle3,species,21699.0,[],['SISA'],['PHCA'],Passeriformes,callae1,Wattlebirds,Callaeidae,,,
11332,Heteralocha acutirostris,Huia,huia1,species,21700.0,[],['HUIA'],['HEAC'],Passeriformes,callae1,Wattlebirds,Callaeidae,,True,1907.0
11333,Notiomystis cincta,Stitchbird,stitch1,species,21702.0,[],['STIT'],['NOCI'],Passeriformes,notiom1,Stitchbird,Notiomystidae,,,
11334,Amalocichla sclateriana,Greater Ground-Robin,grgrob1,species,21706.0,[],"['GGRO', 'GRGR']",['AMSC'],Passeriformes,petroi2,Australasian Robins,Petroicidae,,,
11335,Amalocichla incerta,Lesser Ground-Robin,legrob1,species,21709.0,[],"['LGRO', 'LEGR']",['AMIN'],Passeriformes,petroi2,Australasian Robins,Petroicidae,,,
11336,Pachycephalopsis poliosoma,White-eyed Robin,wherob1,species,21713.0,[],['WERO'],['PAPO'],Passeriformes,petroi2,Australasian Robins,Petroicidae,,,
11337,Pachycephalopsis hattamensis,Green-backed Robin,grbrob1,species,21721.0,[],['GBRO'],['PAHA'],Passeriformes,petroi2,Australasian Robins,Petroicidae,,,
11338,Eugerygone rubra,Garnet Robin,garrob1,species,21727.0,[],['GARO'],['EURU'],Passeriformes,petroi2,Australasian Robins,Petroicidae,,,
11339,Petroica macrocephala,Tomtit,tomtit1,species,21730.0,[],"['TOTO', 'NZTO', 'TOMT', 'TITO']",['PEMA'],Passeriformes,petroi2,Australasian Robins,Petroicidae,,,
11340,Petroica macrocephala [macrocephala Group],Tomtit (New Zealand),tomtit2,issf,21731.0,[],"['TOTO', 'NZTO', 'TOMT', 'TITO']",['PEMA'],Passeriformes,petroi2,Australasian Robins,Petroicidae,tomtit1,,
11341,Petroica macrocephala dannefaerdi,Tomtit (Snares Is.),tomtit3,issf,21736.0,[],"['TOTO', 'NZTO', 'TOMT', 'TITO']",['PEMA'],Passeriformes,petroi2,Australasian Robins,Petroicidae,tomtit1,,
11342,Petroica traversi,Black Robin,charob1,species,21737.0,[],['BLRO'],['PETR'],Passeriformes,petroi2,Australasian Robins,Petroicidae,,,
11343,Petroica longipes,North Island Robin,nezrob2,species,21738.0,[],['NIRO'],['PELO'],Passeriformes,petroi2,Australasian Robins,Petroicidae,,,
11344,Petroica australis,South Island Robin,nezrob3,species,21739.0,[],['SIRO'],['PEAU'],Passeriformes,petroi2,Australasian Robins,Petroicidae,,,
11345,Petroica bivittata,Subalpine Robin,alprob1,species,21742.0,[],"['SURO', 'MORO']",['PEBI'],Passeriformes,petroi2,Australasian Robins,Petroicidae,,,
11346,Petroica archboldi,Snow Mountain Robin,snmrob1,species,21745.0,[],['SMRO'],['PEAR'],Passeriformes,petroi2,Australasian Robins,Petroicidae,,,
11347,Petroica multicolor,Norfolk Robin,pacrob2,species,21746.0,[],"['NIRO', 'NORO']",['PEMU'],Passeriformes,petroi2,Australasian Robins,Petroicidae,,,
11348,Petroica goodenovii,Red-capped Robin,recrob1,species,21747.0,[],['RCRO'],['PEGO'],Passeriformes,petroi2,Australasian Robins,Petroicidae,,,
11349,Petroica polymorpha,Solomons Robin,pacrob3,species,21748.0,[],"['PARO', 'SORO']",['PEPO'],Passeriformes,petroi2,Australasian Robins,Petroicidae,,,
11350,Petroica pusilla,Pacific Robin,pacrob1,species,21753.0,[],['PARO'],['PEPU'],Passeriformes,petroi2,Australasian Robins,Petroicidae,,,
11351,Petroica pusilla [similis Group],Pacific Robin (Vanuatu),pacrob4,issf,21754.0,[],['PARO'],['PEPU'],Passeriformes,petroi2,Australasian Robins,Petroicidae,pacrob1,,
11352,Petroica pusilla pusilla,Pacific Robin (Samoan),pacrob5,issf,21764.0,[],['PARO'],['PEPU'],Passeriformes,petroi2,Australasian Robins,Petroicidae,pacrob1,,
11353,Petroica rosea,Rose Robin,rosrob1,species,21765.0,[],['RORO'],['PERO'],Passeriformes,petroi2,Australasian Robins,Petroicidae,,,
11354,Petroica rodinogaster,Pink Robin,pinrob1,species,21766.0,[],['PIRO'],['PERO'],Passeriformes,petroi2,Australasian Robins,Petroicidae,,,
11355,Petroica phoenicea,Flame Robin,flarob1,species,21769.0,[],['FLRO'],['PEPH'],Passeriformes,petroi2,Australasian Robins,Petroicidae,,,
11356,Petroica boodang,Scarlet Robin,scarob2,species,21770.0,[],['SCRO'],['PEBO'],Passeriformes,petroi2,Australasian Robins,Petroicidae,,,
11357,Petroica boodang campbelli,Scarlet Robin (Campbell's),scarob3,issf,21771.0,[],['SCRO'],['PEBO'],Passeriformes,petroi2,Australasian Robins,Petroicidae,scarob2,,
11358,Petroica boodang boodang/leggii,Scarlet Robin (Scarlet),scarob4,issf,21772.0,[],['SCRO'],['PEBO'],Passeriformes,petroi2,Australasian Robins,Petroicidae,scarob2,,
11359,Petroica sp.,Petroica sp.,petroi1,spuh,21775.0,[],[],[],Passeriformes,petroi2,Australasian Robins,Petroicidae,,,
11360,Devioeca papuana,Canary Flyrobin,canfly2,species,21776.0,[],['CAFL'],['DEPA'],Passeriformes,petroi2,Australasian Robins,Petroicidae,,,
11361,Kempiella flavovirescens,Olive Flyrobin,olifly3,species,21777.0,[],['OLFL'],['KEFL'],Passeriformes,petroi2,Australasian Robins,Petroicidae,,,
11362,Kempiella griseoceps,Yellow-legged Flyrobin,yelfly4,species,21780.0,[],['YLFL'],['KEGR'],Passeriformes,petroi2,Australasian Robins,Petroicidae,,,
11363,Cryptomicroeca flaviventris,Yellow-bellied Flyrobin,yebrob1,species,21784.0,[],"['YBFL', 'YBRO']",['CRFL'],Passeriformes,petroi2,Australasian Robins,Petroicidae,,,
11364,Monachella muelleriana,Torrent Flyrobin,torfly1,species,21785.0,[],"['TOFL', 'TBFL']",['MOMU'],Passeriformes,petroi2,Australasian Robins,Petroicidae,,,
11365,Monachella muelleriana muelleriana,Torrent Flyrobin (Torrent),torfly2,issf,21786.0,[],"['TOFL', 'TBFL']",['MOMU'],Passeriformes,petroi2,Australasian Robins,Petroicidae,torfly1,,
11366,Monachella muelleriana coultasi,Torrent Flyrobin (New Britain),torfly3,issf,21787.0,[],"['TOFL', 'TBFL']",['MOMU'],Passeriformes,petroi2,Australasian Robins,Petroicidae,torfly1,,
11367,Microeca hemixantha,Golden-bellied Flyrobin,gobfly2,species,21788.0,[],"['GBFL', 'TAFL']",['MIHE'],Passeriformes,petroi2,Australasian Robins,Petroicidae,,,
11368,Microeca flavigaster,Lemon-bellied Flyrobin,lebfly3,species,21789.0,[],['LBFL'],['MIFL'],Passeriformes,petroi2,Australasian Robins,Petroicidae,,,
11369,Microeca flavigaster [flavigaster Group],Lemon-bellied Flyrobin (Lemon-bellied),lebfly1,issf,21790.0,[],['LBFL'],['MIFL'],Passeriformes,petroi2,Australasian Robins,Petroicidae,lebfly3,,
11370,Microeca flavigaster tormenti,Lemon-bellied Flyrobin (Kimberley),lebfly4,issf,21796.0,[],['LBFL'],['MIFL'],Passeriformes,petroi2,Australasian Robins,Petroicidae,lebfly3,,
11371,Microeca [undescribed form],Bismarck Flyrobin (undescribed form),bisfly1,form,21797.0,[],['BIFL'],[],Passeriformes,petroi2,Australasian Robins,Petroicidae,,,
11372,Microeca fascinans,Jacky-winter,jacwin1,species,21798.0,[],['JAWI'],['MIFA'],Passeriformes,petroi2,Australasian Robins,Petroicidae,,,
11373,Microeca/Devioeca/Kempiella sp.,flyrobin sp.,microe1,spuh,21803.0,[],[],[],Passeriformes,petroi2,Australasian Robins,Petroicidae,,,
11374,Drymodes brunneopygia,Southern Scrub-Robin,sosrob1,species,21804.0,[],"['SOSR', 'SSRO']",['DRBR'],Passeriformes,petroi2,Australasian Robins,Petroicidae,,,
11375,Drymodes superciliaris,Northern Scrub-Robin,nosrob1,species,21805.0,[],"['NOSR', 'NSRO']",['DRSU'],Passeriformes,petroi2,Australasian Robins,Petroicidae,,,
11376,Drymodes beccarii,Papuan Scrub-Robin,papscr2,species,21806.0,[],"['PSRO', 'PASR']",['DRBE'],Passeriformes,petroi2,Australasian Robins,Petroicidae,,,
11377,Heteromyias cinereifrons,Gray-headed Robin,gyhrob2,species,21810.0,[],['GHRO'],['HECI'],Passeriformes,petroi2,Australasian Robins,Petroicidae,,,
11378,Heteromyias armiti,Black-capped Robin,ashrob2,species,21811.0,[],['BCRO'],['HEAR'],Passeriformes,petroi2,Australasian Robins,Petroicidae,,,
11379,Heteromyias albispecularis,Arfak Robin,gyhrob1,species,21816.0,[],"['ARRO', 'ASRO']",['HEAL'],Passeriformes,petroi2,Australasian Robins,Petroicidae,,,
11380,Leucophantes brachyurus,Black-chinned Robin,blcrob1,species,21817.0,[],['BCRO'],['LEBR'],Passeriformes,petroi2,Australasian Robins,Petroicidae,,,
11381,Plesiodryas albonotata,Black-throated Robin,bltrob1,species,21821.0,[],['BTRO'],['PLAL'],Passeriformes,petroi2,Australasian Robins,Petroicidae,,,
11382,Poecilodryas hypoleuca,Black-sided Robin,blsrob2,species,21825.0,[],['BSRO'],['POHY'],Passeriformes,petroi2,Australasian Robins,Petroicidae,,,
11383,Poecilodryas superciliosa,White-browed Robin,whbrob2,species,21829.0,[],['WBRO'],['POSU'],Passeriformes,petroi2,Australasian Robins,Petroicidae,,,
11384,Poecilodryas cerviniventris,Buff-sided Robin,busrob1,species,21830.0,[],['BSRO'],['POCE'],Passeriformes,petroi2,Australasian Robins,Petroicidae,,,
11385,Melanodryas vittata,Dusky Robin,dusrob1,species,21831.0,[],['DURO'],['MEVI'],Passeriformes,petroi2,Australasian Robins,Petroicidae,,,
11386,Melanodryas cucullata,Hooded Robin,hoorob1,species,21834.0,[],['HORO'],['MECU'],Passeriformes,petroi2,Australasian Robins,Petroicidae,,,
11387,Melanodryas bimaculata,White-rumped Robin,whrrob2,species,21839.0,[],['WRRO'],['MEBI'],Passeriformes,petroi2,Australasian Robins,Petroicidae,,,
11388,Melanodryas pulverulenta,Mangrove Robin,manrob1,species,21842.0,[],['MARO'],['MEPU'],Passeriformes,petroi2,Australasian Robins,Petroicidae,,,
11389,Melanodryas sigillata,White-winged Robin,whwrob2,species,21847.0,[],['WWRO'],['MESI'],Passeriformes,petroi2,Australasian Robins,Petroicidae,,,
11390,Melanodryas cyanus,Blue-gray Robin,bugrob1,species,21852.0,[],"['SLRO', 'BGRO']",['MECY'],Passeriformes,petroi2,Australasian Robins,Petroicidae,,,
11391,Melanodryas cryptoleuca,Smoky Robin,smorob2,species,21856.0,[],['SMRO'],['MECR'],Passeriformes,petroi2,Australasian Robins,Petroicidae,,,
11392,Eopsaltria placens,Banded Yellow Robin,olyrob1,species,21860.0,[],['BYRO'],['EOPL'],Passeriformes,petroi2,Australasian Robins,Petroicidae,,,
11393,Eopsaltria australis,Eastern Yellow Robin,yelrob1,species,21861.0,[],['EYRO'],['EOAU'],Passeriformes,petroi2,Australasian Robins,Petroicidae,,,
11394,Eopsaltria australis chrysorrhos,Eastern Yellow Robin (Wet Tropics),eayrob1,issf,21862.0,[],['EYRO'],['EOAU'],Passeriformes,petroi2,Australasian Robins,Petroicidae,yelrob1,,
11395,Eopsaltria australis australis,Eastern Yellow Robin (Southeastern),eayrob2,issf,21863.0,[],['EYRO'],['EOAU'],Passeriformes,petroi2,Australasian Robins,Petroicidae,yelrob1,,
11396,Eopsaltria griseogularis,Western Yellow Robin,gybrob1,species,21864.0,[],['WYRO'],['EOGR'],Passeriformes,petroi2,Australasian Robins,Petroicidae,,,
11397,Eopsaltria griseogularis griseogularis,Western Yellow Robin (Yellow-rumped),weyrob1,issf,21865.0,[],['WYRO'],['EOGR'],Passeriformes,petroi2,Australasian Robins,Petroicidae,gybrob1,,
11398,Eopsaltria griseogularis rosinae,Western Yellow Robin (Green-rumped),weyrob2,issf,21866.0,[],['WYRO'],['EOGR'],Passeriformes,petroi2,Australasian Robins,Petroicidae,gybrob1,,
11399,Eopsaltria georgiana,White-breasted Robin,whbrob1,species,21867.0,[],['WBRO'],['EOGE'],Passeriformes,petroi2,Australasian Robins,Petroicidae,,,
11400,Eopsaltria capito,Pale-yellow Robin,payrob1,species,21868.0,[],['PYRO'],['EOCA'],Passeriformes,petroi2,Australasian Robins,Petroicidae,,,
11401,Eopsaltria capito nana,Pale-yellow Robin (Buff-lored),payrob2,issf,21869.0,[],['PYRO'],['EOCA'],Passeriformes,petroi2,Australasian Robins,Petroicidae,payrob1,,
11402,Eopsaltria capito capito,Pale-yellow Robin (White-lored),payrob3,issf,21870.0,[],['PYRO'],['EOCA'],Passeriformes,petroi2,Australasian Robins,Petroicidae,payrob1,,
11403,Eopsaltria leucops,White-faced Robin,whfrob1,species,21871.0,[],['WFRO'],['EOLE'],Passeriformes,petroi2,Australasian Robins,Petroicidae,,,
11404,Picathartes gymnocephalus,White-necked Rockfowl,whnroc1,species,21883.0,[],['WNRO'],['PIGY'],Passeriformes,picath1,Rockfowl,Picathartidae,,,
11405,Picathartes oreas,Gray-necked Rockfowl,gynroc1,species,21884.0,[],['GNRO'],['PIOR'],Passeriformes,picath1,Rockfowl,Picathartidae,,,
11406,Chaetops frenatus,Cape Rockjumper,rufroc1,species,21886.0,[],['CARO'],['CHFR'],Passeriformes,chaeto2,Rockjumpers,Chaetopidae,,,
11407,Chaetops aurantius,Drakensberg Rockjumper,orbroc1,species,21887.0,[],['DRRO'],['CHAU'],Passeriformes,chaeto2,Rockjumpers,Chaetopidae,,,
11408,Eupetes macrocerus,Malaysian Rail-babbler,marbab1,species,21889.0,[],"['RABA', 'MRBA', 'MARB']",['EUMA'],Passeriformes,eupeti1,Rail-babbler,Eupetidae,,,
11409,Hyliota flavigaster,Yellow-bellied Hyliota,yebhyl1,species,21893.0,[],['YBHY'],['HYFL'],Passeriformes,hyliot1,Hyliotas,Hyliotidae,,,
11410,Hyliota australis,Southern Hyliota,souhyl1,species,21896.0,[],['SOHY'],['HYAU'],Passeriformes,hyliot1,Hyliotas,Hyliotidae,,,
11411,Hyliota usambara,Usambara Hyliota,usahyl1,species,21900.0,[],['USHY'],['HYUS'],Passeriformes,hyliot1,Hyliotas,Hyliotidae,,,
11412,Hyliota violacea,Violet-backed Hyliota,vibhyl1,species,21901.0,[],['VBHY'],['HYVI'],Passeriformes,hyliot1,Hyliotas,Hyliotidae,,,
11413,Stenostira scita,Fairy Flycatcher,faifly1,species,21905.0,[],['FAFL'],['STSC'],Passeriformes,stenos1,Fairy Flycatchers,Stenostiridae,,,
11414,Chelidorhynx hypoxanthus,Yellow-bellied Fairy-Fantail,yebfan1,species,21909.0,[],"['YBFF', 'YBFA']",['CHHY'],Passeriformes,stenos1,Fairy Flycatchers,Stenostiridae,,,
11415,Elminia longicauda,African Blue Flycatcher,afbfly1,species,21910.0,[],['ABFL'],['ELLO'],Passeriformes,stenos1,Fairy Flycatchers,Stenostiridae,,,
11416,Elminia albicauda,White-tailed Blue Flycatcher,wtbfly1,species,21913.0,[],['WTBF'],['ELAL'],Passeriformes,stenos1,Fairy Flycatchers,Stenostiridae,,,
11417,Elminia nigromitrata,Dusky Crested Flycatcher,ducfly1,species,21914.0,[],"['DUCF', 'DCFL']",['ELNI'],Passeriformes,stenos1,Fairy Flycatchers,Stenostiridae,,,
11418,Elminia albiventris,White-bellied Crested Flycatcher,wbcfly1,species,21917.0,[],['WBCF'],['ELAL'],Passeriformes,stenos1,Fairy Flycatchers,Stenostiridae,,,
11419,Elminia albiventris albiventris,White-bellied Crested Flycatcher (White-bellied),whbcrf1,issf,21918.0,[],['WBCF'],['ELAL'],Passeriformes,stenos1,Fairy Flycatchers,Stenostiridae,wbcfly1,,
11420,Elminia albiventris toroensis,White-bellied Crested Flycatcher (Toro),whbcrf2,issf,21919.0,[],['WBCF'],['ELAL'],Passeriformes,stenos1,Fairy Flycatchers,Stenostiridae,wbcfly1,,
11421,Elminia albonotata,White-tailed Crested Flycatcher,wtcfly1,species,21920.0,[],['WTCF'],['ELAL'],Passeriformes,stenos1,Fairy Flycatchers,Stenostiridae,,,
11422,Culicicapa ceylonensis,Gray-headed Canary-Flycatcher,gyhcaf1,species,21924.0,[],['GHCF'],['CUCE'],Passeriformes,stenos1,Fairy Flycatchers,Stenostiridae,,,
11423,Culicicapa helianthea,Citrine Canary-Flycatcher,citcaf1,species,21930.0,[],"['CCFL', 'CICF']",['CUHE'],Passeriformes,stenos1,Fairy Flycatchers,Stenostiridae,,,
11424,Cephalopyrus flammiceps,Fire-capped Tit,fictit1,species,21937.0,[],['FCTI'],['CEFL'],Passeriformes,parida1,"Tits, Chickadees, and Titmice",Paridae,,,
11425,Sylviparus modestus,Yellow-browed Tit,yebtit3,species,21940.0,[],['YBTI'],['SYMO'],Passeriformes,parida1,"Tits, Chickadees, and Titmice",Paridae,,,
11426,Melanochlora sultanea,Sultan Tit,sultit1,species,21944.0,[],['SUTI'],['MESU'],Passeriformes,parida1,"Tits, Chickadees, and Titmice",Paridae,,,
11427,Melanochlora sultanea [sultanea Group],Sultan Tit (Yellow-crested),sultit3,issf,21945.0,[],['SUTI'],['MESU'],Passeriformes,parida1,"Tits, Chickadees, and Titmice",Paridae,sultit1,,
11428,Melanochlora sultanea gayeti,Sultan Tit (Black-crested),sultit2,issf,21949.0,[],['SUTI'],['MESU'],Passeriformes,parida1,"Tits, Chickadees, and Titmice",Paridae,sultit1,,
11429,Periparus ater,Coal Tit,coatit2,species,21950.0,[],['COTI'],['PEAT'],Passeriformes,parida1,"Tits, Chickadees, and Titmice",Paridae,,,
11430,Periparus ater britannicus/hibernicus,Coal Tit (British),coatit1,issf,21951.0,[],['COTI'],['PEAT'],Passeriformes,parida1,"Tits, Chickadees, and Titmice",Paridae,coatit2,,
11431,Periparus ater [ater Group],Coal Tit (Continental),coatit3,issf,21954.0,[],['COTI'],['PEAT'],Passeriformes,parida1,"Tits, Chickadees, and Titmice",Paridae,coatit2,,
11432,Periparus ater ledouci/atlas,Coal Tit (Atlas),coatit4,issf,21960.0,[],['COTI'],['PEAT'],Passeriformes,parida1,"Tits, Chickadees, and Titmice",Paridae,coatit2,,
11433,Periparus ater cypriotes,Coal Tit (Cyprus),coatit5,issf,21963.0,[],['COTI'],['PEAT'],Passeriformes,parida1,"Tits, Chickadees, and Titmice",Paridae,coatit2,,
11434,Periparus ater [phaeonotus Group],Coal Tit (Caucasus),coatit6,issf,21964.0,[],['COTI'],['PEAT'],Passeriformes,parida1,"Tits, Chickadees, and Titmice",Paridae,coatit2,,
11435,Periparus ater melanolophus,Coal Tit (Black-crested),bkctit2,issf,21969.0,[],['COTI'],['PEAT'],Passeriformes,parida1,"Tits, Chickadees, and Titmice",Paridae,coatit2,,
11436,Periparus ater [aemodius Group],Coal Tit (Himalayan),coatit7,issf,21970.0,[],['COTI'],['PEAT'],Passeriformes,parida1,"Tits, Chickadees, and Titmice",Paridae,coatit2,,
11437,Periparus ater ptilosus/kuatunensis,Coal Tit (Chinese),coatit8,issf,21975.0,[],['COTI'],['PEAT'],Passeriformes,parida1,"Tits, Chickadees, and Titmice",Paridae,coatit2,,
11438,Periparus rufonuchalis,Rufous-naped Tit,bkbtit2,species,21978.0,[],['RNTI'],['PERU'],Passeriformes,parida1,"Tits, Chickadees, and Titmice",Paridae,,,
11439,Periparus rubidiventris,Rufous-vented Tit,ruvtit2,species,21979.0,[],['RVTI'],['PERU'],Passeriformes,parida1,"Tits, Chickadees, and Titmice",Paridae,,,
11440,Periparus rufonuchalis/rubidiventris,Rufous-naped/Rufous-vented Tit,y01066,slash,21983.0,[],"['RVTI', 'RNTI']",['PERU'],Passeriformes,parida1,"Tits, Chickadees, and Titmice",Paridae,,,
11441,Periparus venustulus,Yellow-bellied Tit,yebtit4,species,21984.0,[],['YBTI'],['PEVE'],Passeriformes,parida1,"Tits, Chickadees, and Titmice",Paridae,,,
11442,Periparus elegans,Elegant Tit,eletit2,species,21985.0,[],['ELTI'],['PEEL'],Passeriformes,parida1,"Tits, Chickadees, and Titmice",Paridae,,,
11443,Periparus amabilis,Palawan Tit,paltit2,species,21995.0,[],['PATI'],['PEAM'],Passeriformes,parida1,"Tits, Chickadees, and Titmice",Paridae,,,
11444,Lophophanes cristatus,Crested Tit,cretit2,species,21996.0,[],['CRTI'],['LOCR'],Passeriformes,parida1,"Tits, Chickadees, and Titmice",Paridae,,,
11445,Lophophanes dichrous,Gray-crested Tit,gyctit1,species,22003.0,[],['GCTI'],['LODI'],Passeriformes,parida1,"Tits, Chickadees, and Titmice",Paridae,,,
11446,Sittiparus castaneoventris,Chestnut-bellied Tit,vartit3,species,22008.0,[],['CBTI'],['SICA'],Passeriformes,parida1,"Tits, Chickadees, and Titmice",Paridae,,,
11447,Sittiparus olivaceus,Iriomote Tit,vartit2,species,22009.0,[],['IRTI'],['SIOL'],Passeriformes,parida1,"Tits, Chickadees, and Titmice",Paridae,,,
11448,Sittiparus varius,Varied Tit,vartit1,species,22010.0,[],['VATI'],['SIVA'],Passeriformes,parida1,"Tits, Chickadees, and Titmice",Paridae,,,
11449,Sittiparus castaneoventris/varius,Chestnut-bellied/Varied Tit,y00982,slash,22017.0,[],"['VATI', 'CBTI']","['SICA', 'SIVA']",Passeriformes,parida1,"Tits, Chickadees, and Titmice",Paridae,,,
11450,Sittiparus owstoni,Owston's Tit,vartit4,species,22018.0,[],"['IZTI', 'OWTI']",['SIOW'],Passeriformes,parida1,"Tits, Chickadees, and Titmice",Paridae,,,
11451,Sittiparus semilarvatus,White-fronted Tit,whftit2,species,22019.0,[],['WFTI'],['SISE'],Passeriformes,parida1,"Tits, Chickadees, and Titmice",Paridae,,,
11452,Poecile superciliosus,White-browed Tit,whbtit4,species,22023.0,[],['WBTI'],['POSU'],Passeriformes,parida1,"Tits, Chickadees, and Titmice",Paridae,,,
11453,Poecile lugubris,Sombre Tit,somtit3,species,22024.0,[],['SOTI'],['POLU'],Passeriformes,parida1,"Tits, Chickadees, and Titmice",Paridae,,,
11454,Poecile davidi,Pere David's Tit,pedtit1,species,22029.0,[],"['PDTI', 'RBTI']",['PODA'],Passeriformes,parida1,"Tits, Chickadees, and Titmice",Paridae,,,
11455,Poecile palustris,Marsh Tit,martit2,species,22030.0,[],['MATI'],['POPA'],Passeriformes,parida1,"Tits, Chickadees, and Titmice",Paridae,,,
11456,Poecile hyrcanus,Caspian Tit,castit2,species,22039.0,[],['CATI'],['POHY'],Passeriformes,parida1,"Tits, Chickadees, and Titmice",Paridae,,,
11457,Poecile hypermelaenus,Black-bibbed Tit,bkbtit1,species,22040.0,[],['BBTI'],['POHY'],Passeriformes,parida1,"Tits, Chickadees, and Titmice",Paridae,,,
