,sciName,comName,speciesCode,category,taxonOrder,bandingCodes,comNameCodes,sciNameCodes,order,familyCode,familyComName,familySciName,reportAs,extinct,extinctYear
11172,Garrulus glandarius [bispecularis Group],Eurasian Jay (Himalayan),eurjay7,issf,21371.0,[],"['ECFJ', 'EUJA']",['GAGL'],Passeriformes,corvid1,"Crows, Jays, and Magpies",Corvidae,eurjay1,,
11173,Garrulus glandarius leucotis/oatesi,Eurasian Jay (White-faced),eurjay8,issf,21378.0,[],"['ECFJ', 'EUJA']",['GAGL'],Passeriformes,corvid1,"Crows, Jays, and Magpies",Corvidae,eurjay1,,
11174,Garrulus glandarius [japonicus Group],Eurasian Jay (Japanese),eurjay9,issf,21381.0,[],"['ECFJ', 'EUJA']",['GAGL'],Passeriformes,corvid1,"Crows, Jays, and Magpies",Corvidae,eurjay1,,
11175,Garrulus lanceolatus,Black-headed Jay,blhjay1,species,21387.0,[],['BHJA'],['GALA'],Passeriformes,corvid1,"Crows, Jays, and Magpies",Corvidae,,,
11176,Garrulus lidthi,Lidth's Jay,lidjay1,species,21388.0,[],"['AMJA', 'LIJA']",['GALI'],Passeriformes,corvid1,"Crows, Jays, and Magpies",Corvidae,,,
11177,Corvidae sp. (jay sp.),jay sp.,jay1,spuh,21389.0,[],[],[],Passeriformes,corvid1,"Crows, Jays, and Magpies",Corvidae,,,
11178,Cyanopica cooki,Iberian Magpie,azwmag3,species,21390.0,[],"['IAWM', 'IBMA']",['CYCO'],Passeriformes,corvid1,"Crows, Jays, and Magpies",Corvidae,,,
11179,Cyanopica cyanus,Azure-winged Magpie,azwmag2,species,21391.0,[],"['AWMA', 'AAWM']",['CYCY'],Passeriformes,corvid1,"Crows, Jays, and Magpies",Corvidae,,,
11180,Cyanopica cyanus [cyanus Group],Azure-winged Magpie (Azure-winged),azwmag1,issf,21392.0,[],"['AWMA', 'AAWM']",['CYCY'],Passeriformes,corvid1,"Crows, Jays, and Magpies",Corvidae,azwmag2,,
11181,Cyanopica cyanus japonica,Azure-winged Magpie (Japanese),azwmag4,issf,21400.0,[],"['AWMA', 'AAWM']",['CYCY'],Passeriformes,corvid1,"Crows, Jays, and Magpies",Corvidae,azwmag2,,
11182,Urocissa ornata,Sri Lanka Blue-Magpie,ceymag1,species,21401.0,[],['SLBM'],['UROR'],Passeriformes,corvid1,"Crows, Jays, and Magpies",Corvidae,,,
11183,Urocissa caerulea,Taiwan Blue-Magpie,formag1,species,21402.0,[],"['TBMA', 'TABM']",['URCA'],Passeriformes,corvid1,"Crows, Jays, and Magpies",Corvidae,,,
11184,Urocissa flavirostris,Yellow-billed Blue-Magpie,gobmag1,species,21403.0,[],['YBBM'],['URFL'],Passeriformes,corvid1,"Crows, Jays, and Magpies",Corvidae,,,
11185,Urocissa erythroryncha,Red-billed Blue-Magpie,rbbmag,species,21408.0,[],['RBBM'],['URER'],Passeriformes,corvid1,"Crows, Jays, and Magpies",Corvidae,,,
11186,Urocissa flavirostris/erythroryncha,Yellow-billed/Red-billed Blue-Magpie,y00804,slash,21414.0,[],"['RBBM', 'YBBM']","['URFL', 'URER']",Passeriformes,corvid1,"Crows, Jays, and Magpies",Corvidae,,,
11187,Urocissa whiteheadi,White-winged Magpie,whwmag1,species,21415.0,[],['WWMA'],['URWH'],Passeriformes,corvid1,"Crows, Jays, and Magpies",Corvidae,,,
11188,Urocissa whiteheadi xanthomelana,White-winged Magpie (Black-tailed),whwmag2,issf,21416.0,[],['WWMA'],['URWH'],Passeriformes,corvid1,"Crows, Jays, and Magpies",Corvidae,whwmag1,,
11189,Urocissa whiteheadi whiteheadi,White-winged Magpie (Gray-tailed),whwmag3,issf,21417.0,[],['WWMA'],['URWH'],Passeriformes,corvid1,"Crows, Jays, and Magpies",Corvidae,whwmag1,,
11190,Cissa chinensis,Common Green-Magpie,gremag1,species,21418.0,[],"['COGM', 'CGMA']",['CICH'],Passeriformes,corvid1,"Crows, Jays, and Magpies",Corvidae,,,
11191,Cissa chinensis [chinensis Group],Common Green-Magpie (Common),comgrm1,issf,21419.0,[],"['COGM', 'CGMA']",['CICH'],Passeriformes,corvid1,"Crows, Jays, and Magpies",Corvidae,gremag1,,
11192,Cissa chinensis margaritae,Common Green-Magpie (Yellow-crowned),comgrm2,issf,21424.0,[],"['COGM', 'CGMA']",['CICH'],Passeriformes,corvid1,"Crows, Jays, and Magpies",Corvidae,gremag1,,
11193,Cissa hypoleuca,Indochinese Green-Magpie,yebmag1,species,21425.0,[],"['IGMA', 'INGM']",['CIHY'],Passeriformes,corvid1,"Crows, Jays, and Magpies",Corvidae,,,
11194,Cissa thalassina,Javan Green-Magpie,shtmag1,species,21431.0,[],"['JGMA', 'JAGM']",['CITH'],Passeriformes,corvid1,"Crows, Jays, and Magpies",Corvidae,,,
11195,Cissa jefferyi,Bornean Green-Magpie,borgrm1,species,21432.0,[],"['BOGM', 'BGMA']",['CIJE'],Passeriformes,corvid1,"Crows, Jays, and Magpies",Corvidae,,,
11196,Cissa sp.,green-magpie sp.,greenm1,spuh,21433.0,[],[],[],Passeriformes,corvid1,"Crows, Jays, and Magpies",Corvidae,,,
11197,Dendrocitta vagabunda,Rufous Treepie,ruftre2,species,21434.0,[],['RUTR'],['DEVA'],Passeriformes,corvid1,"Crows, Jays, and Magpies",Corvidae,,,
11198,Dendrocitta formosae,Gray Treepie,grytre1,species,21444.0,[],['GRTR'],['DEFO'],Passeriformes,corvid1,"Crows, Jays, and Magpies",Corvidae,,,
11199,Dendrocitta vagabunda/formosae,Rufous/Gray Treepie,y00413,slash,21453.0,[],"['GRTR', 'RUTR']","['DEFO', 'DEVA']",Passeriformes,corvid1,"Crows, Jays, and Magpies",Corvidae,,,
11200,Dendrocitta occipitalis,Sumatran Treepie,sumtre1,species,21454.0,[],['SUTR'],['DEOC'],Passeriformes,corvid1,"Crows, Jays, and Magpies",Corvidae,,,
11201,Dendrocitta cinerascens,Bornean Treepie,bortre1,species,21455.0,[],['BOTR'],['DECI'],Passeriformes,corvid1,"Crows, Jays, and Magpies",Corvidae,,,
11202,Dendrocitta leucogastra,White-bellied Treepie,whbtre1,species,21456.0,[],['WBTR'],['DELE'],Passeriformes,corvid1,"Crows, Jays, and Magpies",Corvidae,,,
11203,Dendrocitta frontalis,Collared Treepie,coltre1,species,21457.0,[],['COTR'],['DEFR'],Passeriformes,corvid1,"Crows, Jays, and Magpies",Corvidae,,,
11204,Dendrocitta bayleii,Andaman Treepie,andtre1,species,21458.0,[],['ANTR'],['DEBA'],Passeriformes,corvid1,"Crows, Jays, and Magpies",Corvidae,,,
11205,Crypsirina temia,Racket-tailed Treepie,rattre1,species,21459.0,[],['RTTR'],['CRTE'],Passeriformes,corvid1,"Crows, Jays, and Magpies",Corvidae,,,
11206,Crypsirina cucullata,Hooded Treepie,hootre1,species,21460.0,[],['HOTR'],['CRCU'],Passeriformes,corvid1,"Crows, Jays, and Magpies",Corvidae,,,
11207,Temnurus temnurus,Ratchet-tailed Treepie,rattre2,species,21461.0,[],['RTTR'],['TETE'],Passeriformes,corvid1,"Crows, Jays, and Magpies",Corvidae,,,
11208,Dendrocitta/Crypsirina/Temnurus sp.,treepie sp.,treepi1,spuh,21462.0,[],[],[],Passeriformes,corvid1,"Crows, Jays, and Magpies",Corvidae,,,
11209,Pica mauritanica,Maghreb Magpie,eurmag3,species,21463.0,[],['MAMA'],['PIMA'],Passeriformes,corvid1,"Crows, Jays, and Magpies",Corvidae,,,
11210,Pica asirensis,Asir Magpie,eurmag5,species,21464.0,[],['ASMA'],['PIAS'],Passeriformes,corvid1,"Crows, Jays, and Magpies",Corvidae,,,
11211,Pica bottanensis,Black-rumped Magpie,eurmag6,species,21465.0,[],"['EUMA', 'BRMA']",['PIBO'],Passeriformes,corvid1,"Crows, Jays, and Magpies",Corvidae,,,
11212,Pica serica,Oriental Magpie,orimag1,species,21466.0,[],"['EUMA', 'ORMA']",['PISE'],Passeriformes,corvid1,"Crows, Jays, and Magpies",Corvidae,,,
11213,Pica pica,Eurasian Magpie,eurmag1,species,21467.0,[],"['EUMA', 'COMA']",['PIPI'],Passeriformes,corvid1,"Crows, Jays, and Magpies",Corvidae,,,
11214,Pica pica melanotos,Eurasian Magpie (Iberian),eurmag2,issf,21468.0,[],"['EUMA', 'COMA']",['PIPI'],Passeriformes,corvid1,"Crows, Jays, and Magpies",Corvidae,eurmag1,,
11215,Pica pica [pica Group],Eurasian Magpie (Eurasian),eurmag4,issf,21469.0,[],"['EUMA', 'COMA']",['PIPI'],Passeriformes,corvid1,"Crows, Jays, and Magpies",Corvidae,eurmag1,,
11216,Pica pica camtschatica,Eurasian Magpie (Kamchatkan),eurmag7,issf,21474.0,[],"['EUMA', 'COMA']",['PIPI'],Passeriformes,corvid1,"Crows, Jays, and Magpies",Corvidae,eurmag1,,
11217,Pica serica/pica,Oriental/Eurasian Magpie,y01104,slash,21475.0,[],"['EUMA', 'ORMA', 'COMA']","['PISE', 'PIPI']",Passeriformes,corvid1,"Crows, Jays, and Magpies",Corvidae,,,
11218,Pica hudsonia,Black-billed Magpie,bkbmag1,species,21476.0,['BBMA'],['AMMA'],['PIHU'],Passeriformes,corvid1,"Crows, Jays, and Magpies",Corvidae,,,
11219,Pica nuttalli,Yellow-billed Magpie,yebmag,species,21477.0,['YBMA'],[],['PINU'],Passeriformes,corvid1,"Crows, Jays, and Magpies",Corvidae,,,
11220,Pica sp.,Pica sp.,pica1,spuh,21478.0,[],[],[],Passeriformes,corvid1,"Crows, Jays, and Magpies",Corvidae,,,
11221,Zavattariornis stresemanni,Ethiopian Bushcrow,stbcro1,species,21479.0,[],"['SBCR', 'STBU', 'ETBU', 'STBC']",['ZAST'],Passeriformes,corvid1,"Crows, Jays, and Magpies",Corvidae,,,
11222,Podoces hendersoni,Mongolian Ground-Jay,mogjay1,species,21480.0,[],"['MGJA', 'MOGJ']",['POHE'],Passeriformes,corvid1,"Crows, Jays, and Magpies",Corvidae,,,
11223,Podoces biddulphi,Xinjiang Ground-Jay,xigjay1,species,21481.0,[],"['XIGJ', 'XGJA']",['POBI'],Passeriformes,corvid1,"Crows, Jays, and Magpies",Corvidae,,,
11224,Podoces panderi,Turkestan Ground-Jay,tugjay1,species,21482.0,[],"['TGJA', 'TUGJ']",['POPA'],Passeriformes,corvid1,"Crows, Jays, and Magpies",Corvidae,,,
11225,Podoces pleskei,Iranian Ground-Jay,irgjay1,species,21483.0,[],"['IRGJ', 'IGJA']",['POPL'],Passeriformes,corvid1,"Crows, Jays, and Magpies",Corvidae,,,
11226,Nucifraga columbiana,Clark's Nutcracker,clanut,species,21484.0,['CLNU'],[],['NUCO'],Passeriformes,corvid1,"Crows, Jays, and Magpies",Corvidae,,,
11227,Nucifraga caryocatactes,Northern Nutcracker,eurnut3,species,21485.0,[],"['NONU', 'SPNU']",['NUCA'],Passeriformes,corvid1,"Crows, Jays, and Magpies",Corvidae,,,
11228,Nucifraga hemispila,Southern Nutcracker,eurnut4,species,21490.0,[],"['SONU', 'SPNU']",['NUHE'],Passeriformes,corvid1,"Crows, Jays, and Magpies",Corvidae,,,
11229,Nucifraga caryocatactes/hemispila,Northern/Southern Nutcracker,eurnut1,slash,21496.0,[],"['NONU', 'SONU', 'SPNU']","['NUHE', 'NUCA']",Passeriformes,corvid1,"Crows, Jays, and Magpies",Corvidae,,,
11230,Nucifraga multipunctata,Kashmir Nutcracker,sponut1,species,21497.0,[],"['LSNU', 'KANU']",['NUMU'],Passeriformes,corvid1,"Crows, Jays, and Magpies",Corvidae,,,
11231,Pyrrhocorax pyrrhocorax,Red-billed Chough,rebcho1,species,21498.0,[],['RBCH'],['PYPY'],Passeriformes,corvid1,"Crows, Jays, and Magpies",Corvidae,,,
11232,Pyrrhocorax pyrrhocorax [pyrrhocorax Group],Red-billed Chough (Red-billed),rebcho2,issf,21499.0,[],['RBCH'],['PYPY'],Passeriformes,corvid1,"Crows, Jays, and Magpies",Corvidae,rebcho1,,
11233,Pyrrhocorax pyrrhocorax baileyi,Red-billed Chough (Ethiopian),rebcho3,issf,21507.0,[],['RBCH'],['PYPY'],Passeriformes,corvid1,"Crows, Jays, and Magpies",Corvidae,rebcho1,,
11234,Pyrrhocorax graculus,Yellow-billed Chough,yebcho1,species,21508.0,[],"['ALCH', 'YBCH']",['PYGR'],Passeriformes,corvid1,"Crows, Jays, and Magpies",Corvidae,,,
11235,Pyrrhocorax pyrrhocorax/graculus,Red-billed/Yellow-billed Chough,y00895,slash,21512.0,[],"['ALCH', 'YBCH', 'RBCH']","['PYGR', 'PYPY']",Passeriformes,corvid1,"Crows, Jays, and Magpies",Corvidae,,,
11236,Ptilostomus afer,Piapiac,piapia1,species,21513.0,[],['PIAP'],['PTAF'],Passeriformes,corvid1,"Crows, Jays, and Magpies",Corvidae,,,
11237,Coloeus monedula,Eurasian Jackdaw,eurjac,species,21514.0,['EUJA'],['WEJA'],['COMO'],Passeriformes,corvid1,"Crows, Jays, and Magpies",Corvidae,,,
11238,Coloeus dauuricus,Daurian Jackdaw,daujac1,species,21519.0,[],['DAJA'],['CODA'],Passeriformes,corvid1,"Crows, Jays, and Magpies",Corvidae,,,
11239,Coloeus monedula/dauuricus,Eurasian/Daurian Jackdaw,y01179,slash,21520.0,[],"['WEJA', 'EUJA', 'DAJA']","['COMO', 'CODA']",Passeriformes,corvid1,"Crows, Jays, and Magpies",Corvidae,,,
11240,Corvus splendens,House Crow,houcro1,species,21521.0,[],['HOCR'],['COSP'],Passeriformes,corvid1,"Crows, Jays, and Magpies",Corvidae,,,
11241,Corvus moneduloides,New Caledonian Crow,neccro1,species,21527.0,[],['NCCR'],['COMO'],Passeriformes,corvid1,"Crows, Jays, and Magpies",Corvidae,,,
11242,Corvus unicolor,Banggai Crow,bancro1,species,21528.0,[],['BACR'],['COUN'],Passeriformes,corvid1,"Crows, Jays, and Magpies",Corvidae,,,
11243,Corvus enca,Sunda Crow,slbcro2,species,21529.0,[],"['SBCR', 'SUCR']",['COEN'],Passeriformes,corvid1,"Crows, Jays, and Magpies",Corvidae,,,
11244,Corvus sierramadrensis,Sierra Madre Crow,slbcro5,species,21532.0,[],"['SBCR', 'SMCR']",['COSI'],Passeriformes,corvid1,"Crows, Jays, and Magpies",Corvidae,,,
11245,Corvus samarensis,Samar Crow,slbcro6,species,21533.0,[],"['SBCR', 'SACR']",['COSA'],Passeriformes,corvid1,"Crows, Jays, and Magpies",Corvidae,,,
11246,Corvus celebensis,Sulawesi Crow,slbcro12,species,21534.0,[],"['SBCR', 'SUCR']",['COCE'],Passeriformes,corvid1,"Crows, Jays, and Magpies",Corvidae,,,
11247,Corvus pusillus,Palawan Crow,slbcro7,species,21537.0,[],"['SBCR', 'PACR']",['COPU'],Passeriformes,corvid1,"Crows, Jays, and Magpies",Corvidae,,,
11248,Corvus violaceus,Violet Crow,slbcro3,species,21538.0,[],['VICR'],['COVI'],Passeriformes,corvid1,"Crows, Jays, and Magpies",Corvidae,,,
11249,Corvus typicus,Piping Crow,pipcro1,species,21539.0,[],['PICR'],['COTY'],Passeriformes,corvid1,"Crows, Jays, and Magpies",Corvidae,,,
11250,Corvus florensis,Flores Crow,flocro1,species,21540.0,[],['FLCR'],['COFL'],Passeriformes,corvid1,"Crows, Jays, and Magpies",Corvidae,,,
11251,Corvus kubaryi,Mariana Crow,marcro1,species,21541.0,[],['MACR'],['COKU'],Passeriformes,corvid1,"Crows, Jays, and Magpies",Corvidae,,,
11252,Corvus validus,Long-billed Crow,lobcro1,species,21542.0,[],['LBCR'],['COVA'],Passeriformes,corvid1,"Crows, Jays, and Magpies",Corvidae,,,
11253,Corvus woodfordi,Guadalcanal Crow,guacro1,species,21543.0,[],"['GUCR', 'WBCR']",['COWO'],Passeriformes,corvid1,"Crows, Jays, and Magpies",Corvidae,,,
11254,Corvus meeki,Bougainville Crow,boucro1,species,21546.0,[],['BOCR'],['COME'],Passeriformes,corvid1,"Crows, Jays, and Magpies",Corvidae,,,
11255,Corvus fuscicapillus,Brown-headed Crow,brhcro1,species,21547.0,[],['BHCR'],['COFU'],Passeriformes,corvid1,"Crows, Jays, and Magpies",Corvidae,,,
11256,Corvus tristis,Gray Crow,grycro1,species,21550.0,[],['GRCR'],['COTR'],Passeriformes,corvid1,"Crows, Jays, and Magpies",Corvidae,,,
11257,Corvus capensis,Cape Crow,capcro2,species,21551.0,[],"['CARO', 'CACR']",['COCA'],Passeriformes,corvid1,"Crows, Jays, and Magpies",Corvidae,,,
11258,Corvus frugilegus,Rook,rook1,species,21554.0,['ROOK'],[],['COFR'],Passeriformes,corvid1,"Crows, Jays, and Magpies",Corvidae,,,
11259,Corvus frugilegus frugilegus,Rook (Western),rook2,issf,21555.0,[],['ROOK'],['COFR'],Passeriformes,corvid1,"Crows, Jays, and Magpies",Corvidae,rook1,,
11260,Corvus frugilegus pastinator,Rook (Eastern),rook3,issf,21556.0,[],['ROOK'],['COFR'],Passeriformes,corvid1,"Crows, Jays, and Magpies",Corvidae,rook1,,
11261,Corvus brachyrhynchos,American Crow,amecro,species,21557.0,['AMCR'],[],['COBR'],Passeriformes,corvid1,"Crows, Jays, and Magpies",Corvidae,,,
11262,Corvus minutus,Cuban Palm-Crow,cupcro1,species,21563.0,['CUPC'],"['PACR', 'CPCR']",['COMI'],Passeriformes,corvid1,"Crows, Jays, and Magpies",Corvidae,,,
11263,Corvus palmarum,Hispaniolan Palm-Crow,palcro1,species,21564.0,['HIPC'],"['PACR', 'HPCR']",['COPA'],Passeriformes,corvid1,"Crows, Jays, and Magpies",Corvidae,,,
11264,Corvus nasicus,Cuban Crow,cubcro1,species,21565.0,['CUCR'],[],['CONA'],Passeriformes,corvid1,"Crows, Jays, and Magpies",Corvidae,,,
11265,Corvus leucognaphalus,White-necked Crow,whncro1,species,21566.0,['WNCR'],[],['COLE'],Passeriformes,corvid1,"Crows, Jays, and Magpies",Corvidae,,,
11266,Corvus jamaicensis,Jamaican Crow,jamcro1,species,21567.0,['JACR'],[],['COJA'],Passeriformes,corvid1,"Crows, Jays, and Magpies",Corvidae,,,
11267,Corvus imparatus,Tamaulipas Crow,tamcro,species,21568.0,['TACR'],[],['COIM'],Passeriformes,corvid1,"Crows, Jays, and Magpies",Corvidae,,,
11268,Corvus sinaloae,Sinaloa Crow,sincro1,species,21569.0,['SICR'],[],['COSI'],Passeriformes,corvid1,"Crows, Jays, and Magpies",Corvidae,,,
11269,Corvus ossifragus,Fish Crow,fiscro,species,21570.0,['FICR'],[],['COOS'],Passeriformes,corvid1,"Crows, Jays, and Magpies",Corvidae,,,
11270,Corvus splendens x ossifragus,House x Fish Crow (hybrid),x00465,hybrid,21571.0,[],"['FICR', 'HOCR']","['COSP', 'COOS']",Passeriformes,corvid1,"Crows, Jays, and Magpies",Corvidae,,,
11271,Corvus brachyrhynchos/ossifragus,American/Fish Crow,y00414,slash,21572.0,[],"['AMCR', 'FICR']","['COOS', 'COBR']",Passeriformes,corvid1,"Crows, Jays, and Magpies",Corvidae,,,
11272,Corvus hawaiiensis,Hawaiian Crow,hawcro,species,21573.0,['HCRO'],['HACR'],['COHA'],Passeriformes,corvid1,"Crows, Jays, and Magpies",Corvidae,,,
11273,Corvus cryptoleucus,Chihuahuan Raven,chirav,species,21574.0,['CHRA'],[],['COCR'],Passeriformes,corvid1,"Crows, Jays, and Magpies",Corvidae,,,
11274,Corvus corone,Carrion Crow,carcro1,species,21575.0,[],['CACR'],['COCO'],Passeriformes,corvid1,"Crows, Jays, and Magpies",Corvidae,,,
11275,Corvus corone corone,Carrion Crow (Western),carcro2,issf,21576.0,[],['CACR'],['COCO'],Passeriformes,corvid1,"Crows, Jays, and Magpies",Corvidae,carcro1,,
11276,Corvus corone orientalis,Carrion Crow (Eastern),carcro3,issf,21577.0,[],['CACR'],['COCO'],Passeriformes,corvid1,"Crows, Jays, and Magpies",Corvidae,carcro1,,
11277,Corvus cornix,Hooded Crow,hoocro1,species,21578.0,['HCRW'],"['CACR', 'HOCR']",['COCO'],Passeriformes,corvid1,"Crows, Jays, and Magpies",Corvidae,,,
11278,Corvus cornix [cornix Group],Hooded Crow (Hooded),hoocro2,issf,21579.0,[],"['HCRW', 'CACR', 'HOCR']",['COCO'],Passeriformes,corvid1,"Crows, Jays, and Magpies",Corvidae,hoocro1,,
11279,Corvus cornix capellanus,Hooded Crow (Mesopotamian),hoocro3,issf,21583.0,[],"['HCRW', 'CACR', 'HOCR']",['COCO'],Passeriformes,corvid1,"Crows, Jays, and Magpies",Corvidae,hoocro1,,
11280,Corvus corone/cornix,Carrion/Hooded Crow,y00743,slash,21584.0,[],"['HCRW', 'CACR', 'HOCR']",['COCO'],Passeriformes,corvid1,"Crows, Jays, and Magpies",Corvidae,,,
11281,Corvus corone x cornix,Carrion x Hooded Crow (hybrid),x00636,hybrid,21585.0,[],"['HCRW', 'CACR', 'HOCR']",['COCO'],Passeriformes,corvid1,"Crows, Jays, and Magpies",Corvidae,,,
11282,Corvus macrorhynchos,Large-billed Crow,labcro1,species,21586.0,[],['LBCR'],['COMA'],Passeriformes,corvid1,"Crows, Jays, and Magpies",Corvidae,,,
11283,Corvus macrorhynchos [macrorhynchos Group],Large-billed Crow (Large-billed),labcro2,issf,21587.0,[],['LBCR'],['COMA'],Passeriformes,corvid1,"Crows, Jays, and Magpies",Corvidae,labcro1,,
11284,Corvus macrorhynchos culminatus,Large-billed Crow (Indian Jungle),labcro3,issf,21598.0,[],"['IJCR', 'LBCR']",['COMA'],Passeriformes,corvid1,"Crows, Jays, and Magpies",Corvidae,labcro1,,
11285,Corvus macrorhynchos levaillantii,Large-billed Crow (Eastern),labcro4,issf,21599.0,[],"['EJCR', 'LBCR']",['COMA'],Passeriformes,corvid1,"Crows, Jays, and Magpies",Corvidae,labcro1,,
11286,Corvus corone/macrorhynchos,Carrion/Large-billed Crow,y01259,slash,21600.0,[],"['CACR', 'LBCR']","['COMA', 'COCO']",Passeriformes,corvid1,"Crows, Jays, and Magpies",Corvidae,,,
11287,Corvus philippinus,Philippine Jungle Crow,labcro15,species,21601.0,[],"['PJCR', 'LBCR']",['COPH'],Passeriformes,corvid1,"Crows, Jays, and Magpies",Corvidae,,,
11288,Corvus orru,Torresian Crow,torcro2,species,21602.0,[],['TOCR'],['COOR'],Passeriformes,corvid1,"Crows, Jays, and Magpies",Corvidae,,,
11289,Corvus insularis,Bismarck Crow,torcro3,species,21606.0,[],['BICR'],['COIN'],Passeriformes,corvid1,"Crows, Jays, and Magpies",Corvidae,,,
11290,Corvus bennetti,Little Crow,litcro1,species,21607.0,[],['LICR'],['COBE'],Passeriformes,corvid1,"Crows, Jays, and Magpies",Corvidae,,,
11291,Corvus coronoides,Australian Raven,ausrav1,species,21608.0,[],['AURA'],['COCO'],Passeriformes,corvid1,"Crows, Jays, and Magpies",Corvidae,,,
11292,Corvus coronoides coronoides,Australian Raven (Eastern),ausrav2,issf,21609.0,[],['AURA'],['COCO'],Passeriformes,corvid1,"Crows, Jays, and Magpies",Corvidae,ausrav1,,
11293,Corvus coronoides perplexus,Australian Raven (Western),ausrav3,issf,21610.0,[],['AURA'],['COCO'],Passeriformes,corvid1,"Crows, Jays, and Magpies",Corvidae,ausrav1,,
11294,Corvus mellori,Little Raven,litrav1,species,21611.0,[],['LIRA'],['COME'],Passeriformes,corvid1,"Crows, Jays, and Magpies",Corvidae,,,
11295,Corvus tasmanicus,Forest Raven,forrav1,species,21612.0,[],['FORA'],['COTA'],Passeriformes,corvid1,"Crows, Jays, and Magpies",Corvidae,,,
11296,Corvus torquatus,Collared Crow,colcro1,species,21615.0,[],['COCR'],['COTO'],Passeriformes,corvid1,"Crows, Jays, and Magpies",Corvidae,,,
11297,Corvus albus,Pied Crow,piecro1,species,21616.0,[],['PICR'],['COAL'],Passeriformes,corvid1,"Crows, Jays, and Magpies",Corvidae,,,
11298,Corvus ruficollis,Brown-necked Raven,brnrav1,species,21617.0,[],['BNRA'],['CORU'],Passeriformes,corvid1,"Crows, Jays, and Magpies",Corvidae,,,
11299,Corvus edithae,Somali Crow,somcro2,species,21618.0,[],"['SOCR', 'DWRA']",['COED'],Passeriformes,corvid1,"Crows, Jays, and Magpies",Corvidae,,,
11300,Corvus albus x edithae,Pied x Somali Crow (hybrid),x00466,hybrid,21619.0,[],"['SOCR', 'PICR', 'DWRA']","['COAL', 'COED']",Passeriformes,corvid1,"Crows, Jays, and Magpies",Corvidae,,,
11301,Corvus sp. (crow sp.),crow sp.,crow,spuh,21620.0,['UNCR'],[],[],Passeriformes,corvid1,"Crows, Jays, and Magpies",Corvidae,,,
11302,Corvus rhipidurus,Fan-tailed Raven,fatrav1,species,21621.0,[],['FTRA'],['CORH'],Passeriformes,corvid1,"Crows, Jays, and Magpies",Corvidae,,,
11303,Corvus albicollis,White-necked Raven,whnrav1,species,21622.0,[],['WNRA'],['COAL'],Passeriformes,corvid1,"Crows, Jays, and Magpies",Corvidae,,,
11304,Corvus crassirostris,Thick-billed Raven,thbrav1,species,21623.0,[],['TBRA'],['COCR'],Passeriformes,corvid1,"Crows, Jays, and Magpies",Corvidae,,,
11305,Corvus corax,Common Raven,comrav,species,21624.0,['CORA'],['NORA'],['COCO'],Passeriformes,corvid1,"Crows, Jays, and Magpies",Corvidae,,,
11306,Corvus sp. (raven sp.),raven sp.,raven,spuh,21633.0,[],[],[],Passeriformes,corvid1,"Crows, Jays, and Magpies",Corvidae,,,
11307,Corvus sp.,crow/raven sp.,y00639,spuh,21634.0,[],[],[],Passeriformes,corvid1,"Crows, Jays, and Magpies",Corvidae,,,
11308,Corvidae sp.,corvid sp.,corvid2,spuh,21635.0,[],[],[],Passeriformes,corvid1,"Crows, Jays, and Magpies",Corvidae,,,
11309,Cnemophilus loriae,Loria's Satinbird,lorsat1,species,21637.0,[],['LOSA'],['CNLO'],Passeriformes,cnemop1,Satinbirds,Cnemophilidae,,,
11310,Cnemophilus macgregorii,Crested Satinbird,cresat1,species,21641.0,[],"['CRSA', 'YESA']",['CNMA'],Passeriformes,cnemop1,Satinbirds,Cnemophilidae,,,
11311,Cnemophilus macgregorii sanguineus,Crested Satinbird (Red),cresat2,issf,21642.0,[],"['CRSA', 'YESA']",['CNMA'],Passeriformes,cnemop1,Satinbirds,Cnemophilidae,cresat1,,
11312,Cnemophilus macgregorii macgregorii,Crested Satinbird (Yellow),cresat3,issf,21643.0,[],"['CRSA', 'YESA']",['CNMA'],Passeriformes,cnemop1,Satinbirds,Cnemophilidae,cresat1,,
11313,Loboparadisea sericea,Yellow-breasted Satinbird,yebsat1,species,21644.0,[],['YBSA'],['LOSE'],Passeriformes,cnemop1,Satinbirds,Cnemophilidae,,,
11314,Melanocharis arfakiana,Obscure Berrypecker,obsber1,species,21648.0,[],['OBBE'],['MEAR'],Passeriformes,melano1,Berrypeckers and Longbills,Melanocharitidae,,,
11315,Melanocharis nigra,Black Berrypecker,blaber1,species,21649.0,[],['BLBE'],['MENI'],Passeriformes,melano1,Berrypeckers and Longbills,Melanocharitidae,,,
11316,Melanocharis longicauda,Mid-mountain Berrypecker,lebber1,species,21654.0,[],['MMBE'],['MELO'],Passeriformes,melano1,Berrypeckers and Longbills,Melanocharitidae,,,
11317,Melanocharis versteri,Fan-tailed Berrypecker,fatber1,species,21660.0,[],['FTBE'],['MEVE'],Passeriformes,melano1,Berrypeckers and Longbills,Melanocharitidae,,,
11318,Melanocharis citreola,Satin Berrypecker,satber1,species,21665.0,[],['SABE'],['MECI'],Passeriformes,melano1,Berrypeckers and Longbills,Melanocharitidae,,,
11319,Melanocharis striativentris,Streaked Berrypecker,strber1,species,21666.0,[],['STBE'],['MEST'],Passeriformes,melano1,Berrypeckers and Longbills,Melanocharitidae,,,
